tran_dt,tran_tmrg,wd_fc_sn,wd_ac_sn,dps_fc_sn,dps_ac_sn,tran_amt,md_type,fnd_type,ff_sp_ai,WD_NODE,DPS_NODE
2023-03-07,6,153,2000000001969730,133,2000000000661752,9470793.0,4,0,02,sdv-pii-3wend,136-2000000000141101
2023-03-06,15,160,2000000000699921,159,2000000000679877,1.0,2,0,,sdv-pii-v834i,153-2000000001356992
2023-03-25,9,105,2000000001572991,165,2000000001162366,2991314.0,1,0,,sdv-pii-yzvjs,165-2000000000584319
2023-03-02,21,135,2000000000258458,153,2000000001021920,275308.0,5,3,,sdv-pii-eo7rr,160-2000000001158650
2023-03-20,12,160,2000000001412852,165,2000000000793445,9297274.0,4,0,,sdv-pii-dp3m3,136-2000000001568459
2023-03-19,18,158,2000000001991313,165,2000000001350064,28288.0,2,0,,sdv-pii-rgvlg,153-2000000001356992
2023-03-22,3,160,2000000001500966,135,2000000000633768,106723.0,7,0,,sdv-pii-9s07d,133-2000000001402836
2023-03-10,12,149,2000000001527094,136,2000000001233780,10053.0,4,0,,sdv-pii-8rjr2,148-2000000000925698
2023-03-03,15,154,2000000001184808,160,2000000001935337,71144.0,4,0,,sdv-pii-1okle,137-2000000001342535
2023-03-22,9,134,2000000000737280,161,2000000000136182,245666.0,6,0,,sdv-pii-0kbj5,133-2000000000942191
2023-03-17,12,133,2000000000946642,165,2000000000116750,57946.0,4,0,,sdv-pii-u7ap6,133-2000000000001209
2023-03-02,9,148,2000000001601074,165,2000000001557363,1.0,4,0,,sdv-pii-uetih,153-2000000001356992
2023-03-03,18,159,2000000000819796,164,2000000001779228,334142.0,2,0,,sdv-pii-yxej4,165-2000000000305332
2023-03-24,3,166,2000000002051828,159,2000000000706235,136057.0,2,0,,sdv-pii-sgr5d,133-2000000001597348
2023-03-03,18,160,2000000000258989,159,2000000000248036,1.0,2,0,,sdv-pii-j3izs,165-2000000001798999
2023-03-03,3,136,2000000000623248,159,2000000001618173,49523.0,7,3,,sdv-pii-e0l9j,159-2000000000668650
2023-03-13,6,158,2000000001474250,133,2000000001499953,123677.0,2,0,,sdv-pii-je1pt,154-2000000000996954
2023-03-02,12,133,2000000001016728,133,2000000000086510,230089.0,4,0,,sdv-pii-wrqgv,160-2000000000400040
2023-03-14,15,133,2000000001470264,153,2000000001212246,34519.0,4,0,02,sdv-pii-wxqt6,133-2000000000067738
2023-03-01,21,149,2000000000745318,160,2000000000979961,1.0,4,0,,sdv-pii-kgees,136-2000000001990227
2023-03-12,15,162,2000000001788000,160,2000000001599905,367525.0,2,0,,sdv-pii-fwpzs,165-2000000001130420
2023-03-21,6,136,2000000001176491,159,2000000000123608,1080401.0,7,3,,sdv-pii-e1kuy,159-2000000001690318
2023-03-11,15,148,2000000001442996,133,2000000001217474,19340199.0,4,0,,sdv-pii-u0kx0,160-2000000001939770
2023-03-23,18,153,2000000000201074,132,2000000000837690,285809.0,2,0,,sdv-pii-ygjgo,160-2000000001096641
2023-03-12,3,156,2000000001064098,166,2000000001553355,197449.0,4,0,,sdv-pii-l3l2c,166-2000000000291490
2023-03-03,18,136,2000000001323138,147,2000000001511904,205208.0,6,0,,sdv-pii-uqqlo,133-2000000001872332
2023-03-21,6,136,2000000001428922,159,2000000001536086,1.0,4,3,,sdv-pii-zurhw,159-2000000001598160
2023-03-13,18,135,2000000002022994,119,2000000000942548,1029773.0,7,1,,sdv-pii-szch6,135-2000000000273894
2023-03-13,21,161,2000000001456441,133,2000000000977340,430216.0,2,0,,sdv-pii-rpr9o,135-2000000000181025
2023-03-18,9,161,2000000001410553,133,2000000000500628,105869.0,2,0,,sdv-pii-gj2ic,159-2000000001548862
2023-03-18,9,165,2000000001950970,160,2000000000314570,53234.0,2,0,,sdv-pii-ihetv,153-2000000001852801
2023-03-15,18,153,2000000001525330,160,2000000000142769,1.0,4,0,,sdv-pii-n78i9,153-2000000001643116
2023-03-25,12,135,2000000001842724,135,2000000001501834,30979.0,4,0,,sdv-pii-v5m3a,160-2000000001329093
2023-03-21,12,148,2000000000702654,153,2000000000955784,100839.0,4,0,SP,sdv-pii-ta7wt,133-2000000002107859
2023-03-14,9,161,2000000000613370,165,2000000001196689,145849.0,7,1,,sdv-pii-f6zkm,136-2000000001260719
2023-03-07,18,165,2000000001499259,165,2000000001131048,289165.0,2,0,,sdv-pii-nst1y,135-2000000001792075
2023-03-06,12,165,2000000001579182,165,2000000001162312,3441667.0,2,0,01,sdv-pii-a8bls,148-2000000000859545
2023-03-17,12,154,2000000001452570,133,2000000000234466,215900.0,4,0,01,sdv-pii-4bxaj,136-2000000000292074
2023-03-20,15,149,2000000000838637,160,2000000001077939,148180.0,4,0,02,sdv-pii-a2eoh,136-2000000000517487
2023-03-02,3,136,2000000001473549,165,2000000001207999,144307.0,7,0,,sdv-pii-g8v7x,159-2000000001524249
2023-03-25,15,154,2000000001674395,160,2000000001586889,126330.0,4,0,SP,sdv-pii-svnf9,136-2000000000110147
2023-03-24,15,158,2000000001429894,160,2000000001659280,144751.0,2,0,,sdv-pii-z9occ,160-2000000000400040
2023-03-20,18,158,2000000001410856,153,2000000001364017,1327626.0,4,0,,sdv-pii-rn0d3,153-2000000001356992
2023-03-25,18,108,2000000000879024,165,2000000000973024,882789.0,1,0,,sdv-pii-wyj8w,165-2000000000584319
2023-03-09,15,154,2000000001091304,134,2000000001209561,212603.0,5,0,,sdv-pii-d58it,160-2000000001030506
2023-03-13,18,154,2000000001126520,165,2000000000073541,212454.0,2,0,,sdv-pii-zofjb,149-2000000001648660
2023-03-14,9,135,2000000001023427,165,2000000001250155,1.0,4,0,,sdv-pii-wth9d,154-2000000001688692
2023-03-02,3,136,2000000001098812,165,2000000001135853,136783.0,7,0,,sdv-pii-sbsz8,165-2000000000107113
2023-03-07,9,153,2000000001390038,136,2000000000249159,196395.0,4,0,SP,sdv-pii-sc2h0,161-2000000001766276
2023-03-10,15,152,2000000000727252,133,2000000000253372,55867.0,4,0,,sdv-pii-jz42b,133-2000000000613886
2023-03-25,9,105,2000000001970076,132,2000000001628800,9335632.0,1,0,,sdv-pii-shcnu,165-2000000000584319
2023-03-14,18,153,2000000001749988,159,2000000001513286,260678.0,4,0,,sdv-pii-bzary,160-2000000000643208
2023-03-20,15,148,2000000000291618,160,2000000002015692,1.0,4,0,,sdv-pii-99pfa,153-2000000001852801
2023-03-24,15,149,2000000000268252,119,2000000001215254,92765.0,4,0,02,sdv-pii-9wgxe,133-2000000000087641
2023-03-24,9,132,2000000001692890,160,2000000001009072,1.0,4,0,,sdv-pii-8d8ez,159-2000000001941107
2023-03-24,12,149,2000000001411559,161,2000000001536056,105617.0,4,0,,sdv-pii-6alk6,136-2000000001207578
2023-03-07,9,135,2000000001282967,153,2000000001380155,1.0,2,0,,sdv-pii-yt0oi,165-2000000001077649
2023-03-23,12,149,2000000001167392,133,2000000001560727,1.0,4,0,,sdv-pii-wisv2,133-2000000002107859
2023-03-09,6,165,2000000001082236,160,2000000000109587,50360.0,7,0,,sdv-pii-qbgy5,161-2000000002089685
2023-03-09,18,133,2000000000199836,132,2000000001075433,121218.0,4,0,,sdv-pii-e70mm,165-2000000000977888
2023-03-10,12,166,2000000000874298,153,2000000001542616,233750.0,2,0,,sdv-pii-2mvfd,136-2000000001874481
2023-03-02,15,159,2000000001887893,133,2000000000403858,1.0,2,0,,sdv-pii-d0zxx,165-2000000000380321
2023-03-15,12,149,2000000000817344,133,2000000000190837,133015.0,2,0,,sdv-pii-5jo1z,135-2000000001082222
2023-03-25,12,150,2000000000743394,134,2000000000264392,292563.0,2,0,,sdv-pii-np6ty,153-2000000000704280
2023-03-16,18,133,2000000000934996,159,2000000001016146,199963.0,4,0,,sdv-pii-6k5iv,122-2000000001640794
2023-03-03,9,166,2000000001400289,165,2000000000072400,25333.0,4,0,,sdv-pii-ud5sw,159-2000000000756593
2023-03-14,18,133,2000000000186434,133,2000000001531567,917173.0,4,0,,sdv-pii-y2oix,159-2000000001912821
2023-03-14,6,136,2000000001171468,159,2000000000680675,2121.0,7,3,,sdv-pii-e0hwj,159-2000000001690318
2023-03-03,12,136,2000000001656916,159,2000000000989890,175693.0,2,3,,sdv-pii-i38qy,159-2000000001690318
2023-03-10,21,149,2000000001488393,165,2000000001156652,1.0,4,0,,sdv-pii-s02uq,165-2000000000107113
2023-03-24,21,163,2000000000234244,160,2000000000976377,211099.0,2,0,,sdv-pii-58e5q,137-2000000001788920
2023-03-01,0,166,2000000001400261,160,2000000000638215,380222.0,2,0,,sdv-pii-r3s9l,136-2000000000407959
2023-03-25,9,160,2000000001847728,166,2000000001241312,9197865.0,2,0,,sdv-pii-4vj3d,135-2000000001764018
2023-03-03,9,161,2000000000877728,134,2000000000458698,259280.0,2,0,,sdv-pii-dzizz,159-2000000001121796
2023-03-09,9,159,2000000002064339,134,2000000001800784,1.0,7,0,,sdv-pii-sl49e,159-2000000001598160
2023-03-17,12,160,2000000001387905,165,2000000001175754,33471000.0,4,0,01,sdv-pii-k7sdq,159-2000000001075007
2023-03-01,15,158,2000000000342322,136,2000000001405721,127007.0,4,0,,sdv-pii-to0a4,165-2000000001130420
2023-03-02,12,161,2000000000832689,133,2000000001771600,333153.0,2,0,,sdv-pii-3d5hs,133-2000000000746801
2023-03-13,12,149,2000000002012686,132,2000000000554592,176980.0,2,0,,sdv-pii-nj8vn,135-2000000001435053
2023-03-10,18,149,2000000001683846,160,2000000000650572,1.0,2,0,,sdv-pii-bk4vn,135-2000000001738176
2023-03-23,6,159,2000000000525136,159,2000000000352051,18731.0,2,0,,sdv-pii-ym8oc,165-2000000001130420
2023-03-15,12,147,2000000001414114,153,2000000001923422,70516.0,4,0,,sdv-pii-v418t,165-2000000001798999
2023-03-25,21,153,2000000001393382,165,2000000001893680,190667.0,4,0,SP,sdv-pii-4muvk,135-2000000000729229
2023-03-14,9,136,2000000000181519,135,2000000000107989,137833.0,5,0,,sdv-pii-hxfhv,149-2000000000031847
2023-03-08,9,153,2000000001560988,134,2000000001196592,80416.0,4,0,SP,sdv-pii-03ybe,159-2000000001768444
2023-03-16,21,162,2000000000527240,133,2000000001713953,1482322.0,2,0,,sdv-pii-9q5yo,165-2000000001305030
2023-03-22,12,160,2000000001420902,160,2000000001652387,132585.0,2,4,,sdv-pii-ci23p,153-2000000000424386
2023-03-17,12,148,2000000001726420,160,2000000002002646,139042.0,2,0,02,sdv-pii-iaonx,160-2000000000887824
2023-03-10,12,135,2000000001228152,165,2000000001630584,61466.0,5,0,,sdv-pii-v0xg5,159-2000000001690318
2023-03-10,18,135,2000000001406594,153,2000000001325180,131029.0,4,0,,sdv-pii-jewen,159-2000000001690318
2023-03-03,6,133,2000000001195637,165,2000000001374978,6010.0,2,0,,sdv-pii-bjq2v,147-2000000000324159
2023-03-14,9,154,2000000001357327,133,2000000000229942,105006.0,5,0,,sdv-pii-jz024,148-2000000001868213
2023-03-09,6,133,2000000001422548,165,2000000001583750,1.0,7,0,,sdv-pii-91s75,153-2000000000940181
2023-03-17,21,135,2000000000236587,165,2000000000679654,100896.0,7,0,,sdv-pii-qbx1u,160-2000000001567653
2023-03-17,18,162,2000000000873844,160,2000000001521824,1.0,2,0,,sdv-pii-5cjxv,165-2000000001392277
2023-03-06,21,160,2000000000821465,134,2000000001356748,125060.0,2,0,,sdv-pii-sulzj,133-2000000000488191
2023-03-13,12,153,2000000001800770,120,2000000000284412,169889.0,4,0,,sdv-pii-7nnvi,133-2000000001402836
2023-03-10,18,147,2000000001702090,160,2000000001061885,4866888.0,4,0,,sdv-pii-kll4f,165-2000000000985784
2023-03-14,18,136,2000000001220188,153,2000000000203086,23670.0,5,0,,sdv-pii-fjt2i,153-2000000000424386
2023-03-23,18,148,2000000000247250,159,2000000001077267,187570.0,4,0,,sdv-pii-6hd96,165-2000000000305332
2023-03-15,12,135,2000000002013820,160,2000000000189921,559441.0,4,0,,sdv-pii-yy0li,133-2000000000713580
2023-03-14,12,160,2000000000228108,135,2000000000897093,32823.0,4,0,,sdv-pii-nnzd1,133-2000000000316167
2023-03-08,15,160,2000000000862525,132,2000000001654488,772261.0,4,0,,sdv-pii-lo8hq,133-2000000000087641
2023-03-02,21,134,2000000000229008,133,2000000000222474,173472.0,4,0,,sdv-pii-yfziq,133-2000000000548001
2023-03-16,18,148,2000000001142695,133,2000000000895100,181430.0,5,0,,sdv-pii-fyb6a,160-2000000000467164
2023-03-23,12,119,2000000001819266,133,2000000001019408,881286.0,7,0,,sdv-pii-ph343,165-2000000001115989
2023-03-02,9,160,2000000001675563,136,2000000001243102,96219.0,2,0,,sdv-pii-0gjqq,166-2000000001144609
2023-03-15,15,161,2000000001127511,147,2000000001113550,10426400.0,2,0,,sdv-pii-e31r4,153-2000000001917830
2023-03-03,12,149,2000000000151260,165,2000000000271029,190621.0,2,0,01,sdv-pii-ntoz4,159-2000000001191853
2023-03-15,18,153,2000000000252776,136,2000000000090829,901993.0,4,0,SP,sdv-pii-v57jb,133-2000000000713580
2023-03-13,18,153,2000000000468544,165,2000000001175473,205404.0,2,0,,sdv-pii-vfsx9,136-2000000000843382
2023-03-03,3,148,2000000001201892,133,2000000000162926,1.0,4,0,,sdv-pii-vn5mn,159-2000000001642451
2023-03-14,3,147,2000000001493721,132,2000000001585481,410689.0,7,0,,sdv-pii-p2do3,153-2000000001356992
2023-03-10,3,135,2000000000637333,159,2000000000247212,135548.0,2,0,,sdv-pii-v7czz,133-2000000001402836
2023-03-14,12,148,2000000000996672,165,2000000000906887,97754.0,2,0,,sdv-pii-c6c7e,167-2000000000963301
2023-03-13,21,160,2000000002001128,137,2000000001579066,892369.0,7,4,,sdv-pii-vzork,165-2000000000414734
2023-03-24,15,150,2000000001041533,165,2000000001651817,1.0,4,0,,sdv-pii-y4stk,133-2000000000554232
2023-03-03,3,133,2000000002077788,135,2000000001552322,139318.0,7,0,,sdv-pii-n3lk0,160-2000000001725717
2023-03-14,21,161,2000000000924028,134,2000000001000916,112099.0,3,0,,sdv-pii-i8ks7,153-2000000001356992
2023-03-02,15,161,2000000001485414,133,2000000000083223,45056.0,4,0,,sdv-pii-k7q1z,165-2000000000176307
2023-03-24,15,149,2000000000232314,133,2000000001696808,277621.0,4,0,02,sdv-pii-8c9xf,166-2000000000291490
2023-03-08,12,153,2000000001831940,133,2000000001024244,3278280.0,2,0,01,sdv-pii-zbt5e,160-2000000001109678
2023-03-11,6,136,2000000001171507,159,2000000000656286,203001.0,7,3,,sdv-pii-hp2iu,159-2000000001598160
2023-03-11,21,160,2000000001165867,147,2000000000939053,1.0,2,0,,sdv-pii-1gy4w,120-2000000000698692
2023-03-21,6,133,2000000001171709,165,2000000001107543,1.0,7,0,,sdv-pii-1ad9y,132-2000000000151603
2023-03-07,9,161,2000000000183526,132,2000000001547728,94080.0,2,0,,sdv-pii-afyto,135-2000000000528696
2023-03-10,12,153,2000000000228794,135,2000000000664464,30163.0,7,1,,sdv-pii-66but,165-2000000001130420
2023-03-01,12,136,2000000001210109,148,2000000001942209,1.0,4,0,,sdv-pii-v6c3t,165-2000000001077649
2023-03-14,15,149,2000000000888536,134,2000000000289656,23634.0,2,0,01,sdv-pii-renob,152-2000000000365372
2023-03-23,15,165,2000000001817741,134,2000000001550921,1003204.0,4,0,,sdv-pii-630vp,147-2000000000258083
2023-03-22,15,161,2000000000956803,135,2000000000729848,19880989.0,2,0,01,sdv-pii-lo34o,132-2000000001530504
2023-03-25,9,122,2000000001796534,135,2000000001189527,2303901.0,2,0,01,sdv-pii-olut7,133-2000000000796996
2023-03-23,9,148,2000000001951835,132,2000000000682319,30659.0,2,0,02,sdv-pii-iycsq,159-2000000002032923
2023-03-24,9,166,2000000001308393,133,2000000000949729,9456243.0,2,0,,sdv-pii-6jpkz,159-2000000000718285
2023-03-14,12,160,2000000000935448,159,2000000000741298,98965.0,2,0,,sdv-pii-nfm1h,136-2000000001418730
2023-03-19,9,159,2000000001955750,165,2000000000899543,196913.0,7,1,,sdv-pii-2nyjy,135-2000000000242770
2023-03-07,18,135,2000000001143387,160,2000000000296256,116175.0,4,0,,sdv-pii-ih3lf,147-2000000000324159
2023-03-08,9,149,2000000001629452,165,2000000001106422,9339708.0,6,0,01,sdv-pii-zq7uo,161-2000000001090560
2023-03-02,9,136,2000000001191271,164,2000000001559174,1.0,7,3,,sdv-pii-nr9in,159-2000000000740775
2023-03-17,3,136,2000000001394823,159,2000000001360275,104340.0,5,3,,sdv-pii-rzcgl,153-2000000000424386
2023-03-10,15,136,2000000001473086,159,2000000001369984,85143.0,4,0,,sdv-pii-2ovba,136-2000000001023147
2023-03-14,18,152,2000000000199881,136,2000000000202799,1425213.0,4,0,,sdv-pii-ayul6,165-2000000001532677
2023-03-16,12,162,2000000001363482,133,2000000001063844,2424867.0,2,0,02,sdv-pii-nulra,165-2000000002010710
2023-03-03,12,147,2000000000196380,160,2000000000111161,148113.0,2,0,,sdv-pii-ss9pk,148-2000000000799694
2023-03-02,18,135,2000000001176732,117,2000000000955382,1.0,6,0,,sdv-pii-aoyjg,153-2000000002091380
2023-03-06,12,160,2000000001881510,165,2000000001809731,32576.0,3,0,,sdv-pii-zrlhx,153-2000000000853025
2023-03-17,18,160,2000000000194273,153,2000000001454941,162085.0,2,0,,sdv-pii-vaugp,160-2000000000653077
2023-03-02,15,153,2000000001009448,135,2000000000284443,367.0,2,0,,sdv-pii-6p2ni,133-2000000000067738
2023-03-02,3,148,2000000001477422,136,2000000001053406,206559.0,4,0,,sdv-pii-b2436,148-2000000000859545
2023-03-26,15,153,2000000001290563,165,2000000000442907,1.0,6,0,,sdv-pii-mg58s,135-2000000001180762
2023-03-02,12,160,2000000002077400,133,2000000001144151,35025.0,7,1,,sdv-pii-4n9wa,135-2000000000273894
2023-03-23,18,136,2000000001374507,135,2000000000226864,188376.0,6,0,,sdv-pii-rcnsw,147-2000000001618235
2023-03-22,6,165,2000000000230776,159,2000000001123534,1.0,2,0,,sdv-pii-a24j7,165-2000000001115989
2023-03-11,21,162,2000000001971601,133,2000000000062018,32247.0,2,0,,sdv-pii-oxg6a,165-2000000000580871
2023-03-11,18,136,2000000001234548,148,2000000000883624,101574.0,5,0,,sdv-pii-6dq5b,161-2000000000084003
2023-03-23,18,166,2000000001563062,159,2000000000831264,162768.0,2,0,,sdv-pii-xyk32,135-2000000001792075
2023-03-06,9,148,2000000000204800,160,2000000000184273,138065.0,6,0,,sdv-pii-9xxf7,154-2000000000311953
2023-03-04,9,154,2000000000560620,133,2000000000060984,1.0,2,0,SP,sdv-pii-ewbi1,113-2000000000474812
2023-03-02,9,158,2000000001910517,159,2000000001031146,155916.0,4,0,02,sdv-pii-xgjgt,159-2000000002032923
2023-03-03,18,137,2000000001510029,160,2000000001417862,194609.0,7,4,,sdv-pii-oz9rq,165-2000000001130420
2023-03-09,15,132,2000000000751834,160,2000000000694730,1.0,4,0,,sdv-pii-z7vl7,165-2000000001532677
2023-03-02,15,160,2000000001383670,165,2000000001075385,145346.0,7,0,,sdv-pii-zp49k,165-2000000001130420
2023-03-26,12,161,2000000001112964,132,2000000001474090,105769.0,2,0,,sdv-pii-lskpc,136-2000000001260719
2023-03-14,9,135,2000000001247436,160,2000000000711772,4821777.0,7,4,,sdv-pii-obzee,120-2000000000698692
2023-03-14,6,136,2000000001479811,165,2000000000218461,1.0,4,0,,sdv-pii-tiuxo,165-2000000000107113
2023-03-02,9,136,2000000002014343,136,2000000001688968,84906.0,7,1,,sdv-pii-3bzok,135-2000000000273894
2023-03-09,3,135,2000000001205883,131,2000000001384066,74568.0,7,3,,sdv-pii-xbim5,153-2000000000424386
2023-03-03,6,135,2000000001617264,159,2000000000177815,27830.0,4,0,,sdv-pii-z8zpv,153-2000000000424386
2023-03-13,18,161,2000000000498522,165,2000000000639406,680096.0,2,0,,sdv-pii-nkv45,133-2000000000713580
2023-03-13,18,161,2000000001179020,134,2000000001592654,48069.0,5,0,,sdv-pii-nd4qd,159-2000000001429869
2023-03-13,12,134,2000000001372363,136,2000000000160946,145681.0,4,0,,sdv-pii-tnkbf,136-2000000001404786
2023-03-13,12,160,2000000000237081,165,2000000001332574,180723.0,3,0,,sdv-pii-9zcqh,153-2000000001356992
2023-03-19,9,135,2000000001481608,160,2000000001576556,136351.0,5,0,,sdv-pii-72g4i,165-2000000001392277
2023-03-08,21,148,2000000001289482,159,2000000000197596,280441.0,4,0,,sdv-pii-y5htx,148-2000000000347377
2023-03-09,9,153,2000000000670055,133,2000000000168927,302422.0,2,0,SP,sdv-pii-bm390,165-2000000000259395
2023-03-10,12,148,2000000001501898,135,2000000000107600,62582.0,4,0,,sdv-pii-5azmz,136-2000000001913997
2023-03-24,21,136,2000000001715823,160,2000000001383310,97586.0,7,4,SP,sdv-pii-wtgzh,132-2000000000637613
2023-03-13,12,136,2000000001200948,135,2000000000257025,240345.0,5,0,,sdv-pii-iaxxr,153-2000000000424386
2023-03-10,0,160,2000000000082190,165,2000000001087362,473317.0,2,0,,sdv-pii-nkasv,148-2000000000347377
2023-03-10,18,136,2000000001649950,133,2000000000121081,1.0,2,0,,sdv-pii-6ny22,160-2000000000887824
2023-03-23,15,153,2000000001987540,160,2000000001079909,248718.0,7,4,,sdv-pii-1tjzj,136-2000000000767103
2023-03-15,12,148,2000000000796831,159,2000000000184144,15981.0,4,0,,sdv-pii-n3dck,153-2000000000198804
2023-03-11,15,105,2000000001087070,132,2000000002098136,8864749.0,1,0,,sdv-pii-t880h,133-2000000001552791
2023-03-02,0,149,2000000000607678,159,2000000001590916,265086.0,2,0,,sdv-pii-csub1,165-2000000001932282
2023-03-24,12,161,2000000002119661,165,2000000001692980,9370166.0,7,1,,sdv-pii-qjz9i,165-2000000001731397
2023-03-09,12,136,2000000000972398,153,2000000001345842,1250373.0,3,0,,sdv-pii-varb9,153-2000000001356992
2023-03-21,9,136,2000000001270928,147,2000000000921681,65265.0,6,0,,sdv-pii-qnrdx,159-2000000000086120
2023-03-13,9,160,2000000001793193,160,2000000001683878,212748.0,7,4,,sdv-pii-cu3hb,135-2000000000612397
2023-03-23,18,136,2000000000955421,153,2000000001715840,25199458.0,2,0,,sdv-pii-uo8d4,136-2000000001955184
2023-03-25,12,153,2000000001037662,160,2000000001058291,71514.0,2,0,,sdv-pii-a87di,160-2000000001109678
2023-03-14,18,161,2000000000902470,132,2000000000173026,130208.0,2,0,,sdv-pii-54sf1,159-2000000001050998
2023-03-15,12,166,2000000001523135,134,2000000000224072,1.0,2,0,,sdv-pii-eg8up,161-2000000000630041
2023-03-15,9,134,2000000000838582,160,2000000002022142,36734604.0,4,0,02,sdv-pii-ui5cx,154-2000000001086636
2023-03-10,21,136,2000000000280715,160,2000000002013814,1012674.0,7,4,,sdv-pii-1hizx,153-2000000001672359
2023-03-23,3,136,2000000001410305,165,2000000001754110,11827.0,7,0,,sdv-pii-06gbb,159-2000000001184004
2023-03-24,21,160,2000000001808114,160,2000000001033427,61600.0,2,0,,sdv-pii-uk3xs,135-2000000001760746
2023-03-02,12,148,2000000000587179,133,2000000000183068,1849858.0,2,0,,sdv-pii-uitpu,161-2000000000657545
2023-03-02,3,160,2000000001569982,164,2000000000138339,88342.0,7,0,,sdv-pii-gywon,165-2000000001316591
2023-03-21,0,166,2000000001387122,159,2000000000215457,242294.0,2,3,,sdv-pii-9ocbq,148-2000000000375934
2023-03-03,15,153,2000000001979779,134,2000000001836632,8607954.0,4,0,02,sdv-pii-y3r8a,160-2000000000400040
2023-03-17,18,136,2000000001428056,153,2000000000687982,209805.0,7,3,,sdv-pii-aeav9,153-2000000000424386
2023-03-13,15,148,2000000001466129,153,2000000001347268,1.0,5,0,,sdv-pii-llh7q,132-2000000000240631
2023-03-02,15,148,2000000000238054,134,2000000000277530,1.0,4,4,,sdv-pii-qplur,132-2000000000344718
2023-03-23,15,135,2000000002022996,160,2000000000212315,10393.0,3,0,,sdv-pii-qsz5q,136-2000000000486067
2023-03-06,6,135,2000000002006591,153,2000000000148468,1.0,4,0,,sdv-pii-hp9cb,153-2000000001356992
2023-03-10,6,150,2000000001163567,159,2000000000891616,14949.0,2,0,,sdv-pii-7kul7,161-2000000001235546
2023-03-22,21,154,2000000001902399,132,2000000000204635,4481268.0,4,0,SP,sdv-pii-503zr,160-2000000001721618
2023-03-02,9,134,2000000001558693,160,2000000000368196,89443.0,4,0,,sdv-pii-rsoou,159-2000000000240282
2023-03-09,21,153,2000000001363258,133,2000000001176472,20369038.0,1,0,01,sdv-pii-al2hc,136-2000000001215858
2023-03-25,6,159,2000000001588318,164,2000000000130427,1.0,7,0,,sdv-pii-8eln1,153-2000000000424386
2023-03-24,15,133,2000000000138386,133,2000000001056501,160912.0,4,0,,sdv-pii-u517h,166-2000000000291490
2023-03-14,9,136,2000000001200045,159,2000000001143138,154678.0,7,3,,sdv-pii-l56ed,159-2000000000668650
2023-03-06,12,166,2000000001884669,164,2000000001555504,86916.0,5,0,,sdv-pii-o2odb,165-2000000002033741
2023-03-17,21,136,2000000001844714,165,2000000001352966,207135.0,7,0,,sdv-pii-6n7s1,166-2000000000931666
2023-03-03,6,161,2000000000214500,135,2000000000086563,1.0,2,0,,sdv-pii-j8rx8,165-2000000001527257
2023-03-10,9,161,2000000001454472,132,2000000001229016,1.0,2,0,,sdv-pii-evek2,136-2000000001874481
2023-03-02,12,135,2000000001098522,133,2000000000298772,1.0,2,0,,sdv-pii-m9avy,154-2000000001372719
2023-03-20,15,162,2000000000921007,165,2000000001568608,1.0,2,0,01,sdv-pii-m33za,147-2000000002041690
2023-03-02,21,137,2000000000653932,159,2000000000223540,1.0,7,4,,sdv-pii-31i38,161-2000000002112461
2023-03-13,18,148,2000000000264888,133,2000000001876950,177066.0,4,0,,sdv-pii-b602s,160-2000000000272545
2023-03-10,3,160,2000000000864903,135,2000000001627040,143097.0,7,1,,sdv-pii-4czog,136-2000000001418730
2023-03-02,18,158,2000000000233090,153,2000000001364193,21853.0,3,0,,sdv-pii-2l37f,165-2000000001222431
2023-03-14,15,135,2000000000921198,153,2000000000233540,1.0,5,0,,sdv-pii-omwsk,153-2000000001356992
2023-03-10,12,158,2000000001686576,165,2000000000820654,40261.0,2,0,,sdv-pii-fj0nx,161-2000000001235546
2023-03-24,6,160,2000000000210898,135,2000000000068620,1.0,2,0,,sdv-pii-t9967,160-2000000000634921
2023-03-09,21,150,2000000001114230,133,2000000000163614,125283.0,2,0,,sdv-pii-nuwbe,134-2000000001606475
2023-03-07,21,153,2000000001922729,160,2000000002043757,130091.0,2,0,,sdv-pii-0taj0,160-2000000000030440
2023-03-20,21,160,2000000000724580,133,2000000000182867,219229.0,2,0,,sdv-pii-xo1m8,160-2000000000867628
2023-03-03,6,148,2000000001684560,159,2000000000660858,38200.0,2,0,,sdv-pii-y09ff,135-2000000000513762
2023-03-25,9,165,2000000001122966,166,2000000001377738,33638.0,2,0,,sdv-pii-w7yyr,133-2000000002107859
2023-03-25,3,160,2000000001087793,165,2000000001548555,98981.0,5,0,,sdv-pii-6g1ba,165-2000000001177654
2023-03-03,0,150,2000000001440535,160,2000000001129730,48599.0,2,0,,sdv-pii-bicuo,165-2000000000253214
2023-03-17,9,116,2000000001166694,165,2000000000985745,88137.0,7,0,,sdv-pii-ybiyg,165-2000000001478675
2023-03-05,9,135,2000000001205622,160,2000000000210754,2488.0,5,3,,sdv-pii-34k6k,159-2000000001598160
2023-03-06,12,149,2000000001600229,153,2000000000915339,1.0,6,0,,sdv-pii-u2094,159-2000000001184004
2023-03-09,6,162,2000000001788751,133,2000000000071072,33301.0,2,0,,sdv-pii-p8n7x,149-2000000001034017
2023-03-13,12,148,2000000001082406,133,2000000000636410,5156043.0,4,0,01,sdv-pii-t72hb,159-2000000000925169
