tran_dt,tran_tmrg,wd_fc_sn,wd_ac_sn,dps_fc_sn,dps_ac_sn,tran_amt,md_type,fnd_type,ff_sp_ai,Source,Target,Source_DC,Target_DC,Source_CC,Target_CC,Source_BC,Target_BC
2023-03-15,18,133,2000000002010731,147,2000000000655351,267499.0,4,0,,133_2000000002010731,147_2000000000655351,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,9,158,2000000000205740,165,2000000000267514,8629951.0,1,0,01,158_2000000000205740,165_2000000000267514,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,9,112,2000000000163439,165,2000000001175502,1.0,7,0,,112_2000000000163439,165_2000000001175502,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-16,0,160,2000000001940330,134,2000000001626525,166729.0,4,0,,160_2000000001940330,134_2000000001626525,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,21,161,2000000000598727,132,2000000000467138,1.0,7,0,,161_2000000000598727,132_2000000000467138,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-09,3,154,2000000000122233,133,2000000000351788,1.0,6,0,,154_2000000000122233,133_2000000000351788,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,0,149,2000000001311970,165,2000000000102980,151060.0,2,0,02,149_2000000001311970,165_2000000000102980,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-03,9,135,2000000001187092,160,2000000000193743,123412.0,5,0,,135_2000000001187092,160_2000000000193743,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-26,21,148,2000000001541874,133,2000000001614421,162365.0,2,0,,148_2000000001541874,133_2000000001614421,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-20,9,158,2000000000792587,160,2000000001204981,212521.0,7,4,,158_2000000000792587,160_2000000001204981,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-08,18,105,2000000001485578,165,2000000000195765,1598649.0,1,0,,105_2000000001485578,165_2000000000195765,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-17,12,134,2000000000176850,159,2000000001577616,5473.0,7,3,,134_2000000000176850,159_2000000001577616,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-25,18,153,2000000001471441,133,2000000001554249,74038.0,4,0,,153_2000000001471441,133_2000000001554249,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,6,157,2000000001935742,159,2000000000163003,89133.0,7,0,,157_2000000001935742,159_2000000000163003,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-07,9,157,2000000002074583,160,2000000001390188,8264.0,7,0,,157_2000000002074583,160_2000000001390188,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-09,6,161,2000000001348789,159,2000000001010447,60058.0,2,0,,161_2000000001348789,159_2000000001010447,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-11,12,149,2000000000958686,165,2000000000500822,8967311.0,2,0,,149_2000000000958686,165_2000000000500822,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-04,18,153,2000000000939841,133,2000000001157584,15706.0,4,0,SP,153_2000000000939841,133_2000000001157584,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-03,6,160,2000000000202247,159,2000000000152388,1.0,7,0,,160_2000000000202247,159_2000000000152388,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-07,15,148,2000000001570065,164,2000000000103675,1.0,4,0,,148_2000000001570065,164_2000000000103675,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,9,166,2000000001952915,165,2000000001138810,55051.0,2,0,,166_2000000001952915,165_2000000001138810,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-20,9,116,2000000000642927,135,2000000001036469,20090154.0,2,0,02,116_2000000000642927,135_2000000001036469,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-13,9,160,2000000001865219,165,2000000001974474,173431.0,4,0,02,160_2000000001865219,165_2000000001974474,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-23,6,161,2000000001967900,135,2000000000840717,785448.0,7,1,,161_2000000001967900,135_2000000000840717,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,3,165,2000000001953773,165,2000000000961660,160218.0,7,0,,165_2000000001953773,165_2000000000961660,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-23,6,135,2000000002010981,160,2000000001364597,95707.0,7,0,,135_2000000002010981,160_2000000001364597,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-03,6,136,2000000001114768,165,2000000001604096,1.0,7,3,,136_2000000001114768,165_2000000001604096,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-01,15,162,2000000000128940,133,2000000000108412,14187.0,2,0,,162_2000000000128940,133_2000000000108412,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,12,149,2000000000298710,161,2000000001317561,4207330.0,2,0,,149_2000000000298710,161_2000000001317561,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,18,153,2000000001690486,153,2000000001328653,254228.0,4,0,,153_2000000001690486,153_2000000001328653,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-25,12,133,2000000000713841,133,2000000001561838,253184.0,4,0,,133_2000000000713841,133_2000000001561838,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-03,6,136,2000000001205646,165,2000000001725648,116808.0,7,3,,136_2000000001205646,165_2000000001725648,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-07,9,160,2000000001467354,133,2000000001197596,1499977.0,2,0,,160_2000000001467354,133_2000000001197596,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-22,9,162,2000000001056637,165,2000000000109254,416896.0,2,0,01,162_2000000001056637,165_2000000000109254,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,15,158,2000000000256573,160,2000000000280576,1.0,2,0,,158_2000000000256573,160_2000000000280576,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,15,133,2000000000263142,133,2000000000154956,345911.0,4,0,,133_2000000000263142,133_2000000000154956,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-25,18,153,2000000001557180,134,2000000000235755,298578.0,4,0,,153_2000000001557180,134_2000000000235755,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-13,12,133,2000000001254239,134,2000000000193435,94529.0,2,0,,133_2000000001254239,134_2000000000193435,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-11,6,148,2000000000272890,136,2000000000783333,1.0,2,0,,148_2000000000272890,136_2000000000783333,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-17,6,162,2000000001184650,135,2000000000234919,118710.0,2,0,,162_2000000001184650,135_2000000000234919,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,0,158,2000000000548646,133,2000000000913292,917913.0,2,0,,158_2000000000548646,133_2000000000913292,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,21,160,2000000000225288,165,2000000000206172,103684.0,7,0,,160_2000000000225288,165_2000000000206172,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,3,136,2000000001169467,153,2000000000460294,1.0,5,0,,136_2000000001169467,153_2000000000460294,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-26,12,147,2000000000955271,135,2000000000178742,46470.0,4,0,,147_2000000000955271,135_2000000000178742,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,21,161,2000000002101591,153,2000000001019167,31992.0,7,0,,161_2000000002101591,153_2000000001019167,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-07,15,149,2000000001605120,115,2000000001253430,98484.0,4,0,,149_2000000001605120,115_2000000001253430,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,6,148,2000000000140236,165,2000000001119006,764291.0,2,0,02,148_2000000000140236,165_2000000001119006,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,6,136,2000000001659556,135,2000000001134031,226595.0,7,4,,136_2000000001659556,135_2000000001134031,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-24,12,149,2000000001954017,135,2000000001597840,20958271.0,4,0,01,149_2000000001954017,135_2000000001597840,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-13,6,157,2000000000935218,133,2000000000379928,100057.0,4,0,,157_2000000000935218,133_2000000000379928,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-07,0,161,2000000000205701,133,2000000001556600,4889828.0,6,0,,161_2000000000205701,133_2000000001556600,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-17,15,166,2000000000511752,159,2000000001357463,3855.0,2,0,,166_2000000000511752,159_2000000001357463,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-06,15,160,2000000001474187,165,2000000000900003,103368.0,2,0,,160_2000000001474187,165_2000000000900003,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-25,9,153,2000000001810775,165,2000000002121249,110052.0,4,0,SP,153_2000000001810775,165_2000000002121249,5.0150451354062184e-05,0.0005516549648946841,0.0,0.00045135406218655967,0.0,1.0031096348376087e-07
2023-03-16,15,160,2000000000543868,153,2000000001383288,1.0,2,0,,160_2000000000543868,153_2000000001383288,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,21,150,2000000000420514,133,2000000000974386,1231.0,2,0,,150_2000000000420514,133_2000000000974386,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-24,12,160,2000000000186241,109,2000000000099653,250910.0,2,0,,160_2000000000186241,109_2000000000099653,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-13,12,136,2000000001049103,133,2000000000093898,38264.0,5,0,,136_2000000001049103,133_2000000000093898,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-07,9,161,2000000000174090,134,2000000001290993,63756.0,2,0,01,161_2000000000174090,134_2000000001290993,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-25,9,137,2000000001635444,165,2000000000989077,3517.0,4,0,SP,137_2000000001635444,165_2000000000989077,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-09,12,160,2000000001677852,165,2000000001218138,192125.0,7,1,,160_2000000001677852,165_2000000001218138,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,12,158,2000000001478834,158,2000000000613309,900715.0,2,0,,158_2000000001478834,158_2000000000613309,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-13,12,148,2000000000901519,131,2000000000821066,48633.0,4,0,,148_2000000000901519,131_2000000000821066,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-21,9,148,2000000001945124,134,2000000001872063,9613434.0,4,0,01,148_2000000001945124,134_2000000001872063,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,12,153,2000000000721174,165,2000000000179518,263134.0,4,0,SP,153_2000000000721174,165_2000000000179518,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,6,148,2000000000869267,134,2000000000305623,142555.0,4,0,02,148_2000000000869267,134_2000000000305623,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-27,15,153,2000000001604971,133,2000000000149641,178105.0,4,0,SP,153_2000000001604971,133_2000000000149641,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-24,15,153,2000000001121652,133,2000000001016817,23667.0,4,0,,153_2000000001121652,133_2000000001016817,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,15,132,2000000001982362,153,2000000001184180,198825.0,4,0,,132_2000000001982362,153_2000000001184180,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-07,21,148,2000000000996984,159,2000000000207343,70469.0,2,0,,148_2000000000996984,159_2000000000207343,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,12,149,2000000000320049,133,2000000000227313,288895.0,2,0,,149_2000000000320049,133_2000000000227313,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-25,21,136,2000000001746939,165,2000000000141051,171604.0,4,0,,136_2000000001746939,165_2000000000141051,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,6,162,2000000001435391,132,2000000000860514,93846.0,2,0,,162_2000000001435391,132_2000000000860514,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-21,18,165,2000000001211720,165,2000000001564432,1135393.0,2,0,,165_2000000001211720,165_2000000001564432,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,6,136,2000000001473438,159,2000000001381942,24619.0,2,0,,136_2000000001473438,159_2000000001381942,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-24,21,158,2000000001363082,165,2000000001618295,8983253.0,4,0,01,158_2000000001363082,165_2000000001618295,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,3,135,2000000001182704,159,2000000000641182,115373.0,7,3,,135_2000000001182704,159_2000000000641182,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-13,9,161,2000000001886891,165,2000000001143526,310530.0,7,0,,161_2000000001886891,165_2000000001143526,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,18,147,2000000000281294,153,2000000000717588,240230.0,4,0,,147_2000000000281294,153_2000000000717588,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-13,15,166,2000000001187353,133,2000000001538074,25528.0,2,0,,166_2000000001187353,133_2000000001538074,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-22,0,160,2000000001939489,135,2000000000664370,161233.0,2,0,,160_2000000001939489,135_2000000000664370,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-01,15,165,2000000002030276,165,2000000000265458,1.0,4,0,,165_2000000002030276,165_2000000000265458,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-17,21,132,2000000000278936,165,2000000002121249,108888.0,4,0,,132_2000000000278936,165_2000000002121249,5.0150451354062184e-05,0.0005516549648946841,0.0,0.00045135406218655967,0.0,1.0031096348376087e-07
2023-03-16,0,154,2000000000929304,165,2000000001615922,1443017.0,7,4,,154_2000000000929304,165_2000000001615922,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-03,3,136,2000000001482623,159,2000000001579020,1.0,7,3,,136_2000000001482623,159_2000000001579020,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,12,160,2000000002081991,135,2000000001154114,1207261.0,7,1,,160_2000000002081991,135_2000000001154114,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-03,15,154,2000000000964839,134,2000000002049868,248682.0,4,0,,154_2000000000964839,134_2000000002049868,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-24,21,149,2000000000374400,135,2000000001028957,8904993.0,2,0,,149_2000000000374400,135_2000000001028957,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-24,6,153,2000000001343148,147,2000000001993336,19660.0,7,3,,153_2000000001343148,147_2000000001993336,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,18,136,2000000000203766,159,2000000000338682,28272.0,2,0,,136_2000000000203766,159_2000000000338682,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-08,3,136,2000000001529070,160,2000000001192190,683969.0,7,3,,136_2000000001529070,160_2000000001192190,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,12,133,2000000002019242,160,2000000001266141,265425.0,2,0,,133_2000000002019242,160_2000000001266141,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,9,154,2000000001165607,133,2000000000811181,1.0,4,0,,154_2000000001165607,133_2000000000811181,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,3,136,2000000002117857,152,2000000001592677,53925.0,7,0,,136_2000000002117857,152_2000000001592677,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-24,12,158,2000000001486322,133,2000000001033358,177670.0,4,0,,158_2000000001486322,133_2000000001033358,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-20,0,165,2000000001851168,165,2000000000450522,1389555.0,2,0,,165_2000000001851168,165_2000000000450522,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-24,15,153,2000000000990668,161,2000000001049452,8701922.0,2,0,01,153_2000000000990668,161_2000000001049452,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-24,12,117,2000000001431224,165,2000000001074935,94199.0,4,0,01,117_2000000001431224,165_2000000001074935,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,3,137,2000000001877675,165,2000000001522716,1.0,7,3,,137_2000000001877675,165_2000000001522716,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,18,147,2000000001598936,165,2000000001676918,193873.0,4,0,,147_2000000001598936,165_2000000001676918,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-07,18,157,2000000001155082,112,2000000000680776,147453.0,4,0,,157_2000000001155082,112_2000000000680776,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-03,0,153,2000000000094486,165,2000000000173286,175565.0,4,0,,153_2000000000094486,165_2000000000173286,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-25,9,160,2000000001130904,133,2000000001176118,133628.0,2,0,,160_2000000001130904,133_2000000001176118,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-20,18,133,2000000001505807,160,2000000001331269,43382.0,4,0,,133_2000000001505807,160_2000000001331269,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,18,150,2000000001437886,159,2000000001634647,1.0,2,0,,150_2000000001437886,159_2000000001634647,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-03,0,149,2000000001378321,134,2000000001110650,1.0,5,0,,149_2000000001378321,134_2000000001110650,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-15,6,160,2000000000168118,153,2000000000202208,127546.0,4,0,,160_2000000000168118,153_2000000000202208,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-17,15,153,2000000000202488,133,2000000000210901,85686.0,5,0,02,153_2000000000202488,133_2000000000210901,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-24,9,136,2000000001099502,159,2000000001185834,79661.0,7,3,,136_2000000001099502,159_2000000001185834,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-22,15,149,2000000001406444,132,2000000001611351,18367.0,4,0,SP,149_2000000001406444,132_2000000001611351,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-13,9,166,2000000001378950,136,2000000000659148,16701113.0,2,0,01,166_2000000001378950,136_2000000000659148,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,9,160,2000000001000476,165,2000000001034572,94343.0,6,0,,160_2000000001000476,165_2000000001034572,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-09,18,153,2000000000268562,165,2000000000883580,1153192.0,4,0,,153_2000000000268562,165_2000000000883580,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-20,18,160,2000000001723463,165,2000000001356994,288523.0,2,0,,160_2000000001723463,165_2000000001356994,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-24,15,153,2000000000224132,136,2000000000217272,32361.0,4,0,,153_2000000000224132,136_2000000000217272,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-21,15,152,2000000001347313,135,2000000000190230,93231.0,4,0,SP,152_2000000001347313,135_2000000000190230,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-24,9,160,2000000002108370,165,2000000001534137,10461.0,7,0,,160_2000000002108370,165_2000000001534137,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-01,0,161,2000000001643340,115,2000000001091831,194430.0,2,0,,161_2000000001643340,115_2000000001091831,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-23,12,166,2000000002028139,165,2000000001919123,105058.0,4,1,,166_2000000002028139,165_2000000001919123,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-06,18,158,2000000001218760,159,2000000001123635,201731.0,6,0,,158_2000000001218760,159_2000000001123635,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,15,159,2000000001038544,159,2000000000221817,645028.0,6,3,,159_2000000001038544,159_2000000000221817,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-09,9,105,2000000000591899,165,2000000001232384,19864242.0,1,0,,105_2000000000591899,165_2000000001232384,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-10,12,160,2000000001391742,159,2000000001133142,125251.0,2,0,,160_2000000001391742,159_2000000001133142,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,21,166,2000000001276834,133,2000000001980808,288795.0,4,0,,166_2000000001276834,133_2000000001980808,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-25,9,136,2000000001435988,159,2000000001619220,101136.0,7,3,,136_2000000001435988,159_2000000001619220,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-20,12,136,2000000001082982,159,2000000001322046,1.0,7,0,,136_2000000001082982,159_2000000001322046,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-11,6,160,2000000000216418,159,2000000000856704,99139.0,4,0,,160_2000000000216418,159_2000000000856704,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-14,12,136,2000000001390724,133,2000000001386214,203720.0,7,4,,136_2000000001390724,133_2000000001386214,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,12,164,2000000001549961,136,2000000001345761,1.0,3,0,,164_2000000001549961,136_2000000001345761,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-25,9,161,2000000000294394,165,2000000001760758,100334.0,2,0,,161_2000000000294394,165_2000000001760758,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-07,6,161,2000000000196552,133,2000000000681640,9209229.0,2,0,02,161_2000000000196552,133_2000000000681640,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-02,12,160,2000000001000838,153,2000000001342868,1.0,5,0,,160_2000000001000838,153_2000000001342868,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-11,9,135,2000000001338497,160,2000000000138991,274046.0,5,0,,135_2000000001338497,160_2000000000138991,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
2023-03-15,6,154,2000000001016704,134,2000000000249011,936375.0,2,0,,154_2000000001016704,134_2000000000249011,5.0150451354062184e-05,5.0150451354062184e-05,0.0,5.0150451354062184e-05,0.0,0.0
